session_id,student_id,mentor_id,subject,style_match,schedule_overlap,duration_minutes,rating
SES27746,S4525,M187,Machine Learning,0,1,37,1
SES27747,S961,M156,Machine Learning,0,1,52,3
SES27748,S4345,M88,Python,0,2,46,3
SES27749,S4503,M167,Java,1,1,44,2
SES27750,S1314,M19,Python,0,2,25,1
SES27751,S2028,M32,Computer Networks,0,2,37,2
SES27752,S2851,M190,Statistics,0,3,51,4
SES27753,S842,M83,Java,0,2,69,5
SES27754,S4561,M103,Machine Learning,1,3,60,4
SES27755,S4562,M189,Java,0,1,50,3
SES27756,S2489,M125,Java,1,2,61,4
SES27757,S3809,M37,Operating Systems,0,5,35,2
SES27758,S1419,M40,Operating Systems,0,1,38,2
SES27759,S2830,M139,Python,0,1,23,1
SES27760,S1678,M47,Python,0,1,44,2
SES27761,S4515,M30,Machine Learning,0,1,27,1
SES27762,S2146,M68,Python,0,2,41,2
SES27763,S1305,M19,Computer Networks,0,1,49,3
SES27764,S135,M96,Computer Networks,0,3,35,1
SES27765,S4844,M199,Computer Networks,1,1,55,4
SES27766,S2467,M1,Database Systems,1,2,69,5
SES27767,S1701,M83,Machine Learning,0,0,39,3
SES27768,S4903,M105,Statistics,0,1,31,1
SES27769,S4548,M114,Machine Learning,0,3,52,4
SES27770,S172,M44,Web Development,0,2,36,1
SES27771,S3569,M120,Calculus,0,1,32,1
SES27772,S3226,M27,Java,1,0,54,3
SES27773,S2818,M1,Data Structures,0,1,46,3
SES27774,S332,M177,Database Systems,0,1,38,2
SES27775,S374,M46,Machine Learning,0,1,57,4
SES27776,S370,M73,Python,1,0,53,3
SES27777,S1990,M117,Calculus,0,0,34,1
SES27778,S4841,M37,Computer Networks,0,3,52,4
SES27779,S4965,M89,Database Systems,0,5,62,4
SES27780,S1179,M66,Machine Learning,0,2,40,3
SES27781,S4333,M176,Java,0,2,57,4
SES27782,S4616,M159,Statistics,0,2,31,2
SES27783,S2453,M21,Computer Networks,0,1,23,1
SES27784,S2200,M166,Data Structures,1,2,62,4
SES27785,S386,M26,Web Development,0,2,36,1
SES27786,S4538,M87,Web Development,0,0,53,3
SES27787,S626,M1,Machine Learning,0,0,39,2
SES27788,S2650,M67,Calculus,0,3,34,1
SES27789,S2776,M141,Computer Networks,0,0,39,2
SES27790,S4627,M197,Calculus,0,3,32,2
SES27791,S4066,M195,Calculus,0,2,24,1
SES27792,S3979,M99,Operating Systems,0,1,26,1
SES27793,S1035,M159,Java,0,3,23,1
SES27794,S3612,M133,Python,0,3,46,3
SES27795,S1620,M36,Java,1,1,40,3
SES27796,S896,M42,Computer Networks,0,3,38,2
SES27797,S4870,M159,Web Development,1,2,63,5
SES27798,S2167,M24,Data Structures,1,2,57,4
SES27799,S4220,M67,Calculus,0,2,48,3
SES27800,S4981,M38,Web Development,0,1,38,1
SES27801,S357,M66,Calculus,1,0,42,2
SES27802,S2933,M104,Python,1,1,60,5
SES27803,S1072,M106,Statistics,1,3,60,5
SES27804,S1897,M16,Data Structures,0,2,44,2
SES27805,S4924,M30,Java,0,2,28,1
SES27806,S1761,M193,Computer Networks,1,1,70,5
SES27807,S963,M20,Java,0,1,31,1
SES27808,S38,M53,Operating Systems,0,3,28,1
SES27809,S3348,M41,Statistics,0,2,46,3
SES27810,S2091,M27,Database Systems,0,0,41,2
SES27811,S1682,M139,Machine Learning,1,1,70,5
SES27812,S1219,M155,Machine Learning,0,2,41,2
SES27813,S4913,M30,Data Structures,0,3,52,3
SES27814,S1611,M99,Data Structures,0,2,34,2
SES27815,S1612,M73,Computer Networks,0,1,34,2
SES27816,S2194,M171,Database Systems,0,0,39,2
SES27817,S2930,M80,Python,0,1,61,4
SES27818,S2579,M120,Operating Systems,0,0,46,3
SES27819,S4737,M168,Web Development,0,1,33,1
SES27820,S2925,M15,Python,0,1,43,2
SES27821,S2501,M40,Java,1,0,36,2
SES27822,S4398,M58,Statistics,0,2,53,3
SES27823,S2186,M100,Operating Systems,0,2,52,3
SES27824,S4836,M17,Java,1,4,43,3
SES27825,S2348,M97,Computer Networks,0,4,39,3
SES27826,S3239,M148,Computer Networks,1,3,59,5
SES27827,S3553,M148,Computer Networks,0,3,56,4
SES27828,S4796,M95,Calculus,1,3,43,3
SES27829,S2130,M140,Statistics,0,0,26,1
SES27830,S2561,M131,Operating Systems,1,0,66,5
SES27831,S658,M130,Calculus,0,0,54,3
SES27832,S2424,M107,Computer Networks,0,3,24,1
SES27833,S4442,M156,Machine Learning,0,1,26,1
SES27834,S1936,M83,Java,0,2,47,4
SES27835,S992,M24,Calculus,0,0,28,1
SES27836,S1995,M122,Python,0,2,46,2
SES27837,S2266,M150,Operating Systems,1,1,54,3
SES27838,S4372,M154,Calculus,0,2,59,4
SES27839,S4606,M22,Web Development,0,2,54,3
SES27840,S4476,M60,Statistics,0,0,36,2
SES27841,S920,M160,Python,0,2,38,2
SES27842,S1098,M194,Java,0,1,36,2
SES27843,S3578,M180,Computer Networks,0,3,50,4
SES27844,S4551,M37,Calculus,0,3,56,5
SES27845,S4427,M54,Calculus,0,2,30,1
SES27846,S4608,M5,Data Structures,0,0,39,3
SES27847,S137,M89,Database Systems,0,3,43,3
SES27848,S1450,M71,Python,0,2,39,2
SES27849,S477,M89,Database Systems,0,2,52,4
SES27850,S4468,M165,Computer Networks,0,2,36,2
SES27851,S1154,M193,Computer Networks,0,0,42,2
SES27852,S298,M4,Statistics,1,0,38,2
SES27853,S3013,M70,Database Systems,0,1,43,2
SES27854,S271,M98,Data Structures,0,2,54,4
SES27855,S2228,M46,Calculus,0,2,40,3
SES27856,S1035,M23,Java,1,2,49,3
SES27857,S3566,M50,Calculus,0,2,35,1
SES27858,S4489,M97,Python,0,1,38,1
SES27859,S4911,M168,Web Development,0,1,23,1
SES27860,S3644,M193,Python,0,3,33,2
SES27861,S1451,M93,Database Systems,1,1,47,3
SES27862,S693,M90,Database Systems,0,4,38,2
SES27863,S3361,M139,Java,0,2,32,1
SES27864,S1379,M112,Web Development,0,1,39,2
SES27865,S210,M123,Statistics,1,2,34,1
SES27866,S1322,M155,Java,0,1,33,2
SES27867,S3812,M135,Machine Learning,0,2,35,1
SES27868,S2642,M5,Data Structures,0,0,33,1
SES27869,S95,M188,Java,1,2,29,1
SES27870,S1168,M139,Python,0,2,32,2
SES27871,S4131,M78,Python,0,3,39,2
SES27872,S274,M180,Computer Networks,1,2,40,2
SES27873,S49,M97,Computer Networks,0,3,24,1
SES27874,S323,M40,Java,0,3,44,2
SES27875,S2818,M27,Data Structures,0,1,40,2
SES27876,S377,M38,Java,1,2,50,3
SES27877,S3004,M17,Java,0,3,41,2
SES27878,S4506,M39,Statistics,0,2,34,2
SES27879,S1081,M198,Operating Systems,1,1,54,4
SES27880,S1140,M154,Machine Learning,1,2,56,5
SES27881,S4610,M131,Data Structures,0,2,31,1
SES27882,S994,M167,Calculus,1,1,37,1
SES27883,S3243,M68,Statistics,0,1,34,1
SES27884,S2817,M152,Machine Learning,0,1,38,2
SES27885,S3568,M18,Python,0,2,34,1
SES27886,S4301,M176,Database Systems,0,2,46,3
SES27887,S656,M73,Python,1,1,45,3
SES27888,S3204,M108,Operating Systems,0,1,48,3
SES27889,S2269,M34,Operating Systems,0,0,48,3
SES27890,S2011,M62,Operating Systems,0,2,53,4
SES27891,S803,M139,Machine Learning,0,2,36,1
SES27892,S2956,M90,Data Structures,0,3,43,2
SES27893,S4377,M105,Machine Learning,0,3,54,4
SES27894,S4125,M36,Computer Networks,0,2,37,2
SES27895,S4644,M157,Computer Networks,0,0,29,1
SES27896,S4939,M57,Python,0,0,54,3
SES27897,S1907,M71,Machine Learning,0,2,36,2
SES27898,S3302,M7,Database Systems,1,2,42,3
SES27899,S1787,M139,Python,0,3,52,3
SES27900,S205,M79,Web Development,1,1,67,5
SES27901,S3648,M42,Computer Networks,1,2,44,3
SES27902,S27,M185,Web Development,1,1,49,3
SES27903,S1480,M101,Operating Systems,0,2,35,2
SES27904,S4556,M21,Computer Networks,0,2,26,1
SES27905,S3498,M159,Statistics,0,1,54,4
SES27906,S1319,M50,Operating Systems,0,2,43,3
SES27907,S437,M133,Statistics,0,3,58,4
SES27908,S4804,M195,Calculus,0,2,28,1
SES27909,S4972,M191,Calculus,0,0,35,2
SES27910,S1861,M141,Data Structures,0,2,46,3
SES27911,S3839,M198,Calculus,1,2,65,5
SES27912,S1403,M160,Data Structures,0,1,44,2
SES27913,S2750,M74,Database Systems,0,2,42,3
SES27914,S2527,M54,Computer Networks,0,3,39,2
SES27915,S3031,M95,Machine Learning,0,1,47,3
SES27916,S3765,M184,Web Development,0,2,38,2
SES27917,S3187,M121,Web Development,0,0,36,2
SES27918,S401,M19,Web Development,0,2,38,2
SES27919,S636,M126,Java,1,3,53,4
SES27920,S1533,M137,Python,0,2,35,2
SES27921,S3148,M24,Machine Learning,0,2,37,1
SES27922,S2778,M176,Database Systems,0,2,41,3
SES27923,S1859,M153,Web Development,1,3,63,5
SES27924,S4292,M7,Database Systems,0,2,31,1
SES27925,S2931,M34,Computer Networks,0,0,48,3
SES27926,S661,M47,Python,1,0,51,4
SES27927,S4623,M194,Web Development,0,2,43,3
SES27928,S1223,M4,Database Systems,0,5,37,2
SES27929,S3635,M99,Data Structures,0,0,40,2
SES27930,S1855,M149,Operating Systems,0,0,49,4
SES27931,S3883,M29,Data Structures,0,2,37,2
SES27932,S4101,M5,Machine Learning,0,2,35,1
SES27933,S2843,M92,Database Systems,1,2,68,5
SES27934,S4011,M38,Web Development,0,1,66,5
SES27935,S3395,M188,Calculus,0,5,43,2
SES27936,S1190,M12,Machine Learning,0,0,43,2
SES27937,S1706,M171,Statistics,0,2,38,2
SES27938,S1531,M57,Computer Networks,0,0,34,2
SES27939,S520,M116,Web Development,1,3,64,5
SES27940,S1004,M183,Python,0,2,35,2
SES27941,S2957,M140,Statistics,0,2,24,1
SES27942,S2146,M188,Python,0,3,44,2
SES27943,S4578,M84,Computer Networks,0,3,38,2
SES27944,S3120,M57,Python,1,1,53,3
SES27945,S929,M81,Statistics,0,1,28,1
SES27946,S1683,M38,Database Systems,0,4,44,2
SES27947,S2068,M7,Java,0,2,32,1
SES27948,S1762,M166,Data Structures,0,1,30,1
SES27949,S1816,M138,Machine Learning,0,2,37,1
SES27950,S2249,M82,Web Development,0,0,40,2
SES27951,S1409,M170,Database Systems,0,3,26,1
SES27952,S1251,M131,Operating Systems,0,2,36,2
SES27953,S3601,M66,Calculus,0,3,39,2
SES27954,S4441,M190,Statistics,0,2,40,2
SES27955,S2367,M33,Computer Networks,0,1,41,2
SES27956,S3575,M152,Java,0,0,24,1
SES27957,S4224,M193,Computer Networks,0,1,25,1
SES27958,S3680,M81,Statistics,1,2,54,4
SES27959,S1460,M189,Web Development,0,2,32,2
SES27960,S4397,M38,Java,0,1,51,3
SES27961,S290,M159,Web Development,0,2,37,2
SES27962,S1060,M184,Operating Systems,0,4,26,1
SES27963,S2537,M166,Python,1,3,51,4
SES27964,S1024,M174,Computer Networks,0,1,27,1
SES27965,S4606,M77,Web Development,0,0,38,2
SES27966,S4546,M128,Web Development,0,2,47,3
SES27967,S3099,M200,Web Development,1,2,69,5
SES27968,S863,M28,Statistics,0,1,26,1
SES27969,S186,M143,Statistics,0,3,41,2
SES27970,S301,M44,Python,0,0,41,2
SES27971,S588,M14,Statistics,1,2,48,4
SES27972,S1290,M28,Statistics,0,2,33,1
SES27973,S1388,M198,Calculus,0,2,42,3
SES27974,S2460,M158,Calculus,0,0,28,1
SES27975,S1483,M79,Java,0,1,44,2
SES27976,S4748,M159,Java,0,0,26,1
SES27977,S1919,M92,Database Systems,0,3,41,2
SES27978,S3428,M74,Database Systems,0,4,40,3
SES27979,S1862,M120,Operating Systems,0,0,37,2
SES27980,S234,M123,Statistics,0,2,32,1
SES27981,S454,M174,Computer Networks,0,2,46,2
SES27982,S1841,M161,Web Development,0,0,24,1
SES27983,S2879,M142,Operating Systems,0,2,32,2
SES27984,S405,M22,Calculus,1,1,48,4
SES27985,S1561,M16,Statistics,1,4,57,4
SES27986,S3080,M34,Computer Networks,0,1,40,2
SES27987,S1521,M104,Python,0,2,33,1
SES27988,S4885,M119,Python,0,0,45,3
SES27989,S2898,M84,Operating Systems,0,4,33,1
SES27990,S4710,M161,Web Development,0,3,33,2
SES27991,S1582,M60,Java,0,0,45,3
SES27992,S3887,M26,Web Development,0,0,43,3
SES27993,S2287,M158,Calculus,0,0,62,5
SES27994,S1693,M1,Data Structures,0,2,39,2
SES27995,S2802,M131,Operating Systems,0,1,37,2
SES27996,S3894,M142,Operating Systems,0,4,32,1
SES27997,S4678,M7,Database Systems,0,5,26,1
SES27998,S2270,M105,Machine Learning,1,3,42,3
SES27999,S3014,M166,Data Structures,0,2,31,1
SES28000,S1915,M86,Python,0,0,52,3
SES28001,S327,M60,Python,0,1,43,2
SES28002,S2437,M144,Data Structures,0,2,45,3
SES28003,S683,M35,Machine Learning,1,1,48,3
SES28004,S2336,M143,Python,1,0,55,4
SES28005,S289,M186,Database Systems,0,1,28,1
SES28006,S1579,M58,Computer Networks,0,2,42,3
SES28007,S1919,M59,Database Systems,1,0,56,5
SES28008,S3482,M19,Computer Networks,0,1,34,2
SES28009,S1443,M100,Data Structures,0,2,46,3
SES28010,S3847,M168,Statistics,1,2,61,5
SES28011,S3625,M66,Machine Learning,0,0,37,2
SES28012,S2326,M182,Database Systems,0,1,46,3
SES28013,S3406,M167,Calculus,0,3,36,1
SES28014,S2897,M131,Operating Systems,1,1,36,2
SES28015,S3443,M83,Java,1,1,44,3
SES28016,S3018,M159,Statistics,0,3,33,2
SES28017,S1668,M66,Machine Learning,0,3,36,1
SES28018,S1261,M32,Computer Networks,0,2,24,1
SES28019,S619,M124,Statistics,0,1,37,1
SES28020,S4693,M141,Data Structures,0,1,62,4
SES28021,S4835,M155,Java,0,1,27,1
SES28022,S120,M120,Operating Systems,0,0,41,2
SES28023,S1607,M152,Machine Learning,0,1,28,1
SES28024,S1810,M194,Web Development,0,3,39,2
SES28025,S4570,M188,Java,0,3,40,2
SES28026,S3227,M50,Calculus,0,3,35,1
SES28027,S1307,M155,Machine Learning,0,1,59,4
SES28028,S2387,M176,Java,0,2,38,2
SES28029,S3492,M175,Calculus,0,2,24,1
SES28030,S266,M135,Machine Learning,0,1,41,3
SES28031,S4031,M148,Computer Networks,0,3,47,3
SES28032,S1915,M57,Python,0,1,42,2
SES28033,S3065,M76,Database Systems,1,2,42,3
SES28034,S1062,M22,Calculus,0,1,49,3
SES28035,S1492,M45,Statistics,0,2,40,2
SES28036,S93,M90,Data Structures,0,0,34,2
SES28037,S3817,M1,Machine Learning,0,2,25,1
SES28038,S78,M146,Web Development,0,1,50,3
SES28039,S1923,M122,Machine Learning,1,3,48,4
SES28040,S585,M46,Calculus,0,0,38,1
SES28041,S3002,M184,Operating Systems,0,0,33,2
SES28042,S4719,M190,Data Structures,0,3,47,4
SES28043,S2840,M189,Java,0,2,38,2
SES28044,S2846,M139,Java,0,3,40,2
SES28045,S3754,M194,Java,0,0,45,2
SES28046,S1426,M15,Python,0,0,34,1
SES28047,S165,M162,Computer Networks,1,1,63,5
SES28048,S2555,M7,Java,0,0,46,2
SES28049,S681,M9,Computer Networks,0,1,32,1
SES28050,S3054,M160,Python,0,1,33,1
SES28051,S4156,M120,Calculus,0,0,41,2
SES28052,S4184,M198,Operating Systems,1,0,48,4
SES28053,S3821,M45,Database Systems,0,1,33,1
SES28054,S388,M16,Calculus,0,5,48,3
SES28055,S4475,M144,Data Structures,0,1,42,2
SES28056,S3004,M9,Computer Networks,0,0,51,4
SES28057,S2006,M20,Machine Learning,1,2,50,3
SES28058,S1584,M85,Statistics,0,0,36,1
SES28059,S1008,M159,Web Development,1,1,51,3
SES28060,S4612,M123,Data Structures,0,2,33,2
SES28061,S2899,M106,Java,0,1,24,1
SES28062,S1947,M45,Statistics,1,3,60,4
SES28063,S4937,M54,Calculus,0,1,39,3
SES28064,S2449,M160,Python,0,4,33,2
SES28065,S741,M168,Statistics,0,0,41,2
SES28066,S2701,M73,Machine Learning,1,3,55,5
SES28067,S3023,M18,Python,0,2,43,2
SES28068,S2599,M24,Calculus,0,4,48,4
SES28069,S2013,M110,Machine Learning,0,1,43,2
SES28070,S4158,M155,Java,0,2,31,2
SES28071,S4381,M71,Machine Learning,1,1,44,3
SES28072,S1915,M110,Operating Systems,1,1,67,5
SES28073,S4884,M128,Web Development,1,2,58,5
SES28074,S1213,M4,Statistics,0,3,38,2
SES28075,S2471,M165,Computer Networks,1,2,49,3
SES28076,S2606,M174,Computer Networks,0,2,39,2
SES28077,S4721,M94,Java,0,2,32,2
SES28078,S992,M91,Calculus,0,3,23,1
SES28079,S3329,M46,Calculus,0,0,46,2
SES28080,S2543,M73,Machine Learning,0,1,60,5
SES28081,S2266,M26,Operating Systems,1,1,54,4
SES28082,S2630,M135,Computer Networks,0,3,35,1
SES28083,S100,M55,Computer Networks,0,1,25,1
SES28084,S815,M37,Operating Systems,0,2,34,2
SES28085,S1780,M25,Python,0,1,38,1
SES28086,S3179,M66,Database Systems,0,2,34,2
SES28087,S4533,M80,Python,0,2,35,1
SES28088,S4947,M85,Statistics,0,2,51,3
SES28089,S2455,M23,Java,0,2,36,1
SES28090,S749,M22,Web Development,0,2,61,4
SES28091,S4829,M161,Web Development,0,3,38,2
SES28092,S2521,M125,Java,0,0,41,3
SES28093,S3940,M123,Statistics,1,2,48,3
SES28094,S1758,M195,Calculus,0,0,24,1
SES28095,S4350,M155,Machine Learning,1,3,35,1
SES28096,S1773,M102,Web Development,1,2,33,1
SES28097,S1403,M169,Data Structures,0,0,48,3
SES28098,S1389,M196,Computer Networks,0,1,32,1
SES28099,S3578,M149,Computer Networks,1,1,28,1
SES28100,S1552,M129,Java,0,5,43,3
SES28101,S4048,M30,Machine Learning,1,3,57,4
SES28102,S3372,M2,Calculus,1,3,58,5
SES28103,S2935,M16,Calculus,0,3,38,1
SES28104,S488,M99,Computer Networks,0,1,34,1
SES28105,S2658,M105,Statistics,0,3,50,4
SES28106,S585,M104,Database Systems,0,1,38,2
SES28107,S2791,M101,Operating Systems,0,3,36,2
SES28108,S4498,M62,Operating Systems,0,2,64,5
SES28109,S3694,M170,Statistics,0,3,40,3
SES28110,S1552,M155,Java,1,0,43,3
SES28111,S3327,M66,Database Systems,1,1,32,2
SES28112,S2532,M112,Data Structures,0,2,53,3
SES28113,S328,M30,Java,0,2,33,2
SES28114,S4656,M109,Operating Systems,1,2,59,4
SES28115,S4736,M115,Statistics,0,0,28,1
SES28116,S4736,M187,Statistics,0,1,52,3
SES28117,S3911,M162,Operating Systems,1,1,40,3
SES28118,S2655,M162,Operating Systems,0,0,28,1
SES28119,S3996,M182,Database Systems,0,0,44,2
SES28120,S3757,M172,Web Development,0,2,35,1
SES28121,S4070,M123,Data Structures,1,3,59,4
SES28122,S2743,M120,Calculus,1,2,60,4
SES28123,S2753,M34,Operating Systems,0,1,45,3
SES28124,S2316,M183,Python,0,2,34,2
SES28125,S281,M151,Operating Systems,0,1,43,2
SES28126,S3236,M11,Machine Learning,0,3,44,3
SES28127,S207,M116,Web Development,1,2,44,3
SES28128,S2081,M134,Python,1,3,40,3
SES28129,S4056,M19,Python,0,3,38,2
SES28130,S592,M61,Operating Systems,1,2,42,3
SES28131,S430,M138,Machine Learning,0,0,37,1
SES28132,S4851,M173,Computer Networks,0,1,36,1
SES28133,S3638,M69,Database Systems,0,4,52,4
SES28134,S66,M71,Machine Learning,0,3,38,2
SES28135,S3923,M47,Data Structures,0,3,54,3
SES28136,S3100,M45,Statistics,0,1,42,3
SES28137,S1285,M126,Java,0,2,40,2
SES28138,S2257,M143,Python,0,1,67,5
SES28139,S1592,M23,Java,0,1,25,1
SES28140,S1000,M27,Database Systems,1,1,39,3
SES28141,S4874,M26,Operating Systems,0,0,23,1
SES28142,S3606,M183,Python,1,2,56,4
SES28143,S3628,M122,Machine Learning,0,2,54,4
SES28144,S2549,M81,Statistics,0,0,48,3
SES28145,S3961,M138,Java,1,1,45,3
SES28146,S2764,M199,Web Development,0,0,48,4
SES28147,S4625,M115,Statistics,0,1,41,2
SES28148,S1665,M155,Machine Learning,0,3,53,3
SES28149,S4760,M94,Operating Systems,0,1,45,2
SES28150,S4032,M168,Statistics,0,2,58,4
SES28151,S359,M88,Calculus,1,0,57,5
SES28152,S4920,M103,Machine Learning,0,4,33,2
SES28153,S2984,M69,Database Systems,0,5,42,2
SES28154,S4105,M158,Database Systems,0,2,34,2
SES28155,S2803,M167,Operating Systems,0,2,38,1
SES28156,S4259,M141,Computer Networks,0,2,31,1
SES28157,S3205,M2,Calculus,0,3,41,2
SES28158,S1119,M173,Computer Networks,0,1,50,3
SES28159,S1644,M50,Operating Systems,0,1,34,1
SES28160,S826,M1,Data Structures,0,1,31,1
SES28161,S1505,M123,Data Structures,0,3,61,4
SES28162,S1348,M165,Computer Networks,0,3,49,3
SES28163,S4309,M194,Java,0,2,38,2
SES28164,S2010,M197,Calculus,0,5,51,3
SES28165,S3035,M37,Operating Systems,1,4,34,2
SES28166,S4764,M66,Database Systems,0,1,36,1
SES28167,S4956,M167,Operating Systems,1,1,54,3
SES28168,S634,M189,Java,0,1,23,1
SES28169,S4989,M80,Python,0,2,25,1
SES28170,S4653,M129,Web Development,1,2,48,3
SES28171,S4140,M35,Machine Learning,1,1,48,4
SES28172,S4601,M147,Java,0,2,32,2
SES28173,S3114,M24,Data Structures,0,2,34,2
SES28174,S2431,M176,Database Systems,0,2,55,5
SES28175,S2312,M38,Java,1,2,63,5
SES28176,S4709,M143,Python,1,2,50,3
SES28177,S1432,M17,Calculus,0,3,40,3
SES28178,S2745,M21,Computer Networks,0,3,32,1
SES28179,S2314,M14,Statistics,0,1,37,1
SES28180,S92,M104,Database Systems,0,1,32,2
SES28181,S302,M19,Web Development,0,3,34,2
SES28182,S1920,M170,Database Systems,0,0,34,1
SES28183,S3408,M186,Database Systems,0,3,29,1
SES28184,S469,M62,Operating Systems,0,4,28,1
SES28185,S3274,M27,Java,0,1,44,2
SES28186,S1660,M157,Computer Networks,1,0,39,2
SES28187,S1735,M195,Statistics,0,2,47,3
SES28188,S1702,M169,Data Structures,0,3,43,2
SES28189,S2368,M130,Calculus,0,2,35,1
SES28190,S1785,M16,Statistics,0,2,30,1
SES28191,S4480,M8,Operating Systems,0,3,35,1
SES28192,S3249,M191,Calculus,1,1,62,5
SES28193,S2523,M111,Calculus,1,3,55,5
SES28194,S4430,M151,Computer Networks,0,3,24,1
SES28195,S1148,M47,Computer Networks,0,2,32,2
SES28196,S1574,M68,Python,0,1,34,1
SES28197,S4643,M68,Statistics,0,1,46,3
SES28198,S1127,M10,Web Development,0,2,39,3
SES28199,S2994,M194,Web Development,0,1,36,1
SES28200,S1991,M130,Calculus,0,1,40,2
SES28201,S3201,M188,Java,0,4,27,1
SES28202,S673,M85,Statistics,0,3,35,2
SES28203,S569,M135,Machine Learning,0,2,61,4
SES28204,S796,M90,Data Structures,0,0,38,1
SES28205,S1785,M178,Statistics,0,1,53,4
SES28206,S732,M12,Database Systems,0,2,43,3
SES28207,S957,M38,Web Development,1,3,49,3
SES28208,S540,M114,Machine Learning,0,3,43,2
SES28209,S2384,M162,Computer Networks,0,1,44,2
SES28210,S3005,M119,Python,1,0,51,3
SES28211,S2121,M131,Data Structures,0,0,47,4
SES28212,S2792,M103,Machine Learning,0,1,38,1
SES28213,S3643,M135,Web Development,0,0,42,3
SES28214,S4080,M67,Calculus,0,2,32,1
SES28215,S1819,M164,Operating Systems,0,1,45,2
SES28216,S4085,M3,Computer Networks,0,1,49,4
SES28217,S1210,M41,Statistics,0,1,33,2
SES28218,S1277,M108,Operating Systems,0,0,44,2
SES28219,S547,M22,Web Development,1,3,40,3
SES28220,S4499,M94,Java,1,2,46,3
SES28221,S1269,M178,Database Systems,0,1,39,2
SES28222,S4404,M28,Calculus,1,1,56,4
SES28223,S925,M95,Machine Learning,0,0,38,1
SES28224,S1087,M128,Machine Learning,0,2,44,2
SES28225,S2030,M37,Operating Systems,1,3,47,4
SES28226,S3991,M80,Python,0,0,35,1
SES28227,S4024,M34,Calculus,0,1,43,2
SES28228,S2509,M111,Statistics,0,1,43,3
SES28229,S4214,M21,Computer Networks,0,3,49,4
SES28230,S3337,M72,Database Systems,0,0,32,2
SES28231,S2799,M55,Computer Networks,0,2,33,2
SES28232,S4121,M47,Computer Networks,0,1,39,3
SES28233,S4070,M24,Data Structures,0,2,30,1
SES28234,S1514,M189,Web Development,0,4,28,1
SES28235,S3730,M66,Machine Learning,0,3,44,2
SES28236,S2448,M41,Statistics,0,1,34,2
SES28237,S3097,M148,Python,1,2,47,4
SES28238,S1758,M33,Computer Networks,0,1,44,2
SES28239,S4634,M178,Java,0,2,25,1
SES28240,S4443,M175,Calculus,0,0,43,2
SES28241,S1481,M79,Java,0,1,47,3
SES28242,S459,M36,Java,0,2,35,2
SES28243,S2532,M1,Data Structures,0,2,35,2
SES28244,S3492,M110,Operating Systems,0,1,35,2
SES28245,S296,M173,Computer Networks,1,3,61,5
SES28246,S3919,M59,Data Structures,0,0,41,2
SES28247,S1835,M78,Python,0,2,45,2
SES28248,S2237,M98,Data Structures,0,3,29,1
SES28249,S2078,M153,Python,0,1,45,3
SES28250,S1417,M49,Java,0,2,38,2
SES28251,S3302,M158,Database Systems,0,2,23,1
SES28252,S2600,M141,Data Structures,0,1,46,2
SES28253,S4430,M39,Statistics,0,0,34,2
SES28254,S1336,M164,Operating Systems,1,2,59,5
SES28255,S2425,M186,Data Structures,0,2,62,4
SES28256,S3497,M128,Web Development,0,2,31,2
SES28257,S4727,M93,Database Systems,0,2,46,3
SES28258,S3789,M159,Web Development,0,3,37,1
SES28259,S2749,M190,Data Structures,0,1,36,1
SES28260,S2584,M123,Statistics,0,4,35,2
SES28261,S1289,M170,Database Systems,1,2,39,3
SES28262,S823,M91,Statistics,0,5,58,5
SES28263,S65,M19,Python,0,1,34,2
SES28264,S2004,M34,Computer Networks,0,2,24,1
SES28265,S4574,M110,Operating Systems,0,0,41,2
SES28266,S4596,M196,Data Structures,0,1,31,2
SES28267,S758,M180,Computer Networks,0,1,29,1
SES28268,S4928,M130,Statistics,0,0,45,2
SES28269,S3111,M119,Python,0,1,35,2
SES28270,S1891,M186,Data Structures,0,2,37,1
SES28271,S4525,M154,Machine Learning,1,0,43,3
SES28272,S1060,M130,Statistics,0,3,48,3
SES28273,S1430,M58,Statistics,1,1,46,3
SES28274,S3054,M139,Java,0,1,60,5
SES28275,S3713,M61,Statistics,0,3,43,3
SES28276,S2199,M122,Web Development,0,3,31,2
SES28277,S4744,M166,Database Systems,0,1,51,4
SES28278,S4417,M172,Computer Networks,0,0,23,1
SES28279,S4040,M37,Operating Systems,0,3,35,1
SES28280,S1839,M94,Computer Networks,0,2,29,1
SES28281,S2361,M57,Statistics,0,2,48,3
SES28282,S542,M126,Java,0,2,41,2
SES28283,S2113,M146,Web Development,0,3,34,2
SES28284,S4635,M38,Java,0,2,34,2
SES28285,S1647,M109,Operating Systems,1,1,49,4
SES28286,S3842,M5,Calculus,0,1,62,4
SES28287,S3461,M165,Computer Networks,0,0,37,2
SES28288,S3504,M168,Web Development,0,1,24,1
SES28289,S4913,M98,Data Structures,0,2,36,2
SES28290,S1376,M23,Data Structures,1,0,47,3
SES28291,S1368,M97,Computer Networks,0,2,44,2
SES28292,S3458,M145,Operating Systems,1,2,54,4
SES28293,S605,M3,Computer Networks,0,2,34,2
SES28294,S4186,M102,Web Development,0,1,41,3
SES28295,S758,M79,Web Development,0,1,46,3
SES28296,S4226,M36,Computer Networks,0,1,50,4
SES28297,S220,M61,Operating Systems,0,4,33,1
SES28298,S2926,M110,Machine Learning,0,1,43,3
