student_id,name,learning_style,subjects_needed,subjects_strong,availability,semester,gpa
S2615,Student_2615,Auditory,Computer Networks,Database Systems|Operating Systems,Fri_Evening|Mon_Morning|Sat_Evening|Tue_Afternoon|Wed_Afternoon,1,2.59
S2616,Student_2616,Visual,Statistics|Calculus,Computer Networks,Fri_Evening|Fri_Morning|Mon_Evening|Sat_Morning|Thu_Evening|Thu_Morning|Wed_Morning,3,3.51
S2617,Student_2617,Read-Write,Web Development,Database Systems,Mon_Evening|Thu_Evening|Tue_Afternoon|Tue_Morning|Wed_Afternoon|Wed_Morning,2,2.31
S2618,Student_2618,Read-Write,Data Structures,,Mon_Evening|Sat_Afternoon|Sat_Morning|Thu_Evening|Tue_Evening|Tue_Morning,5,2.36
S2619,Student_2619,Visual,Computer Networks|Data Structures,,Fri_Afternoon|Sat_Morning|Thu_Afternoon|Thu_Morning|Wed_Morning,1,3.4
S2620,Student_2620,Read-Write,Data Structures,,Fri_Morning|Thu_Afternoon|Wed_Afternoon,4,2.25
S2621,Student_2621,Kinesthetic,Operating Systems|Computer Networks|Database Systems,Java|Python,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Morning|Sat_Afternoon|Sat_Morning|Thu_Evening|Wed_Morning,8,2.54
S2622,Student_2622,Auditory,Machine Learning|Database Systems,,Mon_Afternoon|Sat_Afternoon|Sat_Evening|Thu_Evening|Thu_Morning|Wed_Evening,8,3.98
S2623,Student_2623,Kinesthetic,Calculus|Computer Networks,Statistics|Data Structures,Fri_Afternoon|Fri_Evening|Mon_Evening|Sat_Afternoon,2,3.81
S2624,Student_2624,Read-Write,Python|Database Systems,,Fri_Afternoon|Mon_Afternoon|Sat_Afternoon|Thu_Evening|Wed_Morning,3,2.58
S2625,Student_2625,Kinesthetic,Python|Database Systems|Machine Learning,Web Development,Fri_Morning|Mon_Afternoon|Mon_Evening|Sat_Evening|Thu_Evening|Tue_Afternoon|Wed_Afternoon,8,2.35
S2626,Student_2626,Auditory,Database Systems,Web Development|Machine Learning,Mon_Afternoon|Tue_Evening|Wed_Afternoon|Wed_Morning,6,3.13
S2627,Student_2627,Auditory,Data Structures,Web Development,Mon_Morning|Sat_Morning|Thu_Morning|Wed_Evening,5,3.85
S2628,Student_2628,Read-Write,Computer Networks|Python,Machine Learning,Fri_Evening|Fri_Morning|Mon_Morning|Thu_Afternoon|Thu_Evening|Tue_Morning|Wed_Evening|Wed_Morning,5,2.63
S2629,Student_2629,Kinesthetic,Statistics|Calculus|Machine Learning,,Fri_Evening|Fri_Morning|Sat_Morning|Thu_Afternoon|Thu_Evening|Thu_Morning|Wed_Afternoon|Wed_Morning,7,3.86
S2630,Student_2630,Kinesthetic,Computer Networks|Statistics,Database Systems,Mon_Afternoon|Mon_Morning|Thu_Afternoon|Thu_Evening|Tue_Afternoon|Wed_Evening,6,3.7
S2631,Student_2631,Read-Write,Statistics,Database Systems,Mon_Evening|Mon_Morning|Sat_Evening|Sat_Morning|Tue_Evening,5,3.15
S2632,Student_2632,Kinesthetic,Java|Python|Web Development,Operating Systems|Statistics,Fri_Evening|Sat_Afternoon|Thu_Evening|Thu_Morning,5,2.28
S2633,Student_2633,Read-Write,Computer Networks,,Fri_Afternoon|Mon_Afternoon|Sat_Afternoon|Thu_Afternoon|Thu_Morning|Tue_Evening|Wed_Afternoon|Wed_Evening,4,3.29
S2634,Student_2634,Kinesthetic,Database Systems|Data Structures,,Fri_Afternoon|Sat_Morning|Thu_Morning|Tue_Afternoon|Tue_Morning|Wed_Morning,1,2.49
S2635,Student_2635,Visual,Database Systems,,Mon_Evening|Tue_Morning|Wed_Afternoon|Wed_Morning,1,3.79
S2636,Student_2636,Kinesthetic,Machine Learning,Operating Systems|Data Structures,Sat_Afternoon|Sat_Evening|Thu_Afternoon|Tue_Evening|Wed_Evening,8,2.64
S2637,Student_2637,Kinesthetic,Database Systems,Web Development,Mon_Evening|Thu_Afternoon|Wed_Evening,4,2.82
S2638,Student_2638,Read-Write,Database Systems|Operating Systems,Calculus,Fri_Evening|Sat_Evening|Wed_Morning,2,3.31
S2639,Student_2639,Auditory,Operating Systems|Computer Networks,Java,Fri_Afternoon|Fri_Evening|Mon_Afternoon|Thu_Afternoon|Thu_Evening|Tue_Afternoon|Wed_Afternoon|Wed_Morning,3,2.65
S2640,Student_2640,Visual,Computer Networks|Data Structures|Machine Learning,Python|Java,Fri_Afternoon|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Morning|Tue_Afternoon|Wed_Evening|Wed_Morning,8,2.84
S2641,Student_2641,Kinesthetic,Statistics,,Mon_Afternoon|Sat_Evening|Thu_Morning|Tue_Afternoon|Tue_Evening|Wed_Afternoon|Wed_Evening|Wed_Morning,8,2.38
S2642,Student_2642,Visual,Statistics|Data Structures,,Mon_Afternoon|Mon_Evening|Sat_Morning|Thu_Afternoon,6,3.71
S2643,Student_2643,Auditory,Web Development|Data Structures|Calculus,Java|Computer Networks,Thu_Evening|Tue_Afternoon|Tue_Morning,2,3.14
S2644,Student_2644,Read-Write,Database Systems|Operating Systems|Computer Networks,,Fri_Afternoon|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Morning|Tue_Evening|Wed_Evening|Wed_Morning,7,2.82
S2645,Student_2645,Auditory,Calculus|Statistics|Operating Systems,,Fri_Morning|Mon_Evening|Tue_Afternoon|Tue_Evening|Wed_Morning,4,3.35
S2646,Student_2646,Auditory,Database Systems,,Sat_Afternoon|Sat_Morning|Thu_Afternoon,5,2.13
S2647,Student_2647,Read-Write,Web Development|Data Structures,,Mon_Morning|Thu_Evening|Thu_Morning|Tue_Afternoon|Tue_Evening|Wed_Afternoon|Wed_Morning,1,3.52
S2648,Student_2648,Visual,Statistics|Calculus|Java,,Fri_Afternoon|Fri_Evening|Mon_Morning|Sat_Afternoon|Sat_Evening|Sat_Morning|Tue_Afternoon,4,2.17
S2649,Student_2649,Auditory,Data Structures|Python|Java,,Fri_Morning|Thu_Afternoon|Tue_Afternoon|Wed_Afternoon,8,2.95
S2650,Student_2650,Read-Write,Calculus|Python|Computer Networks,Web Development,Fri_Evening|Fri_Morning|Mon_Evening|Sat_Afternoon|Tue_Evening|Wed_Afternoon,8,3.89
S2651,Student_2651,Kinesthetic,Operating Systems|Database Systems,Machine Learning|Web Development,Fri_Afternoon|Fri_Morning|Tue_Evening,7,2.21
S2652,Student_2652,Kinesthetic,Calculus|Statistics|Web Development,Database Systems|Machine Learning,Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Evening|Thu_Afternoon|Tue_Afternoon|Tue_Evening|Tue_Morning,5,3.66
S2653,Student_2653,Auditory,Calculus,Data Structures|Python,Fri_Evening|Fri_Morning|Sat_Evening|Thu_Afternoon|Tue_Afternoon|Tue_Evening,8,2.95
S2654,Student_2654,Auditory,Statistics,,Fri_Evening|Mon_Afternoon|Sat_Evening|Sat_Morning|Thu_Evening|Thu_Morning|Wed_Afternoon,2,2.3
S2655,Student_2655,Kinesthetic,Operating Systems|Calculus,Python|Web Development,Fri_Evening|Fri_Morning|Mon_Afternoon|Mon_Evening|Thu_Evening|Thu_Morning|Tue_Evening|Wed_Morning,3,3.97
S2656,Student_2656,Visual,Computer Networks,Operating Systems|Machine Learning,Sat_Evening|Wed_Evening|Wed_Morning,7,2.5
S2657,Student_2657,Read-Write,Computer Networks,Database Systems,Fri_Afternoon|Mon_Evening|Tue_Afternoon|Tue_Evening,3,2.31
S2658,Student_2658,Kinesthetic,Data Structures|Statistics|Python,Web Development|Java,Mon_Evening|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Wed_Afternoon|Wed_Evening,1,3.69
S2659,Student_2659,Visual,Python|Java|Operating Systems,Calculus|Data Structures,Fri_Afternoon|Fri_Morning|Mon_Morning|Sat_Evening|Thu_Evening|Tue_Morning|Wed_Morning,1,3.8
S2660,Student_2660,Kinesthetic,Computer Networks|Calculus|Web Development,Python,Fri_Afternoon|Fri_Evening|Sat_Morning|Thu_Afternoon|Tue_Afternoon|Tue_Evening|Wed_Evening|Wed_Morning,2,2.96
S2661,Student_2661,Read-Write,Database Systems|Python|Data Structures,,Fri_Afternoon|Mon_Evening|Thu_Evening|Wed_Afternoon|Wed_Morning,5,3.64
S2662,Student_2662,Read-Write,Computer Networks|Java,Machine Learning,Fri_Afternoon|Mon_Afternoon|Thu_Afternoon|Wed_Afternoon|Wed_Morning,6,2.99
S2663,Student_2663,Kinesthetic,Machine Learning|Java,Web Development,Fri_Evening|Fri_Morning|Sat_Afternoon|Thu_Evening|Thu_Morning|Wed_Morning,6,3.58
S2664,Student_2664,Kinesthetic,Data Structures,Database Systems|Statistics,Fri_Afternoon|Sat_Afternoon|Thu_Afternoon|Thu_Evening|Thu_Morning|Tue_Afternoon|Tue_Evening|Wed_Morning,5,3.27
S2665,Student_2665,Auditory,Data Structures,Calculus|Statistics,Mon_Evening|Thu_Afternoon|Tue_Evening|Wed_Afternoon|Wed_Evening,6,3.68
S2666,Student_2666,Kinesthetic,Python,Web Development|Calculus,Fri_Afternoon|Mon_Afternoon|Mon_Evening|Sat_Afternoon|Tue_Afternoon|Wed_Evening,7,2.61
S2667,Student_2667,Visual,Web Development,Java|Data Structures,Sat_Morning|Thu_Morning|Tue_Afternoon|Tue_Evening,3,2.24
S2668,Student_2668,Auditory,Calculus|Operating Systems|Web Development,Java,Mon_Afternoon|Mon_Morning|Sat_Morning|Thu_Afternoon|Thu_Evening|Tue_Afternoon|Tue_Evening,5,3.14
S2669,Student_2669,Kinesthetic,Java,Data Structures,Fri_Evening|Mon_Afternoon|Thu_Afternoon|Wed_Afternoon|Wed_Evening|Wed_Morning,4,3.32
S2670,Student_2670,Visual,Database Systems|Python|Computer Networks,Java,Fri_Evening|Sat_Afternoon|Tue_Afternoon,5,2.61
S2671,Student_2671,Auditory,Computer Networks|Statistics,Database Systems|Operating Systems,Fri_Evening|Mon_Morning|Sat_Morning|Thu_Morning|Wed_Evening|Wed_Morning,3,3.76
S2672,Student_2672,Auditory,Operating Systems|Data Structures|Statistics,Computer Networks,Fri_Afternoon|Fri_Morning|Mon_Evening|Sat_Morning|Tue_Evening,7,2.76
S2673,Student_2673,Read-Write,Calculus,,Sat_Morning|Thu_Afternoon|Thu_Evening|Tue_Afternoon|Tue_Evening|Wed_Afternoon,7,3.84
S2674,Student_2674,Read-Write,Statistics|Web Development|Python,,Fri_Evening|Thu_Afternoon|Tue_Afternoon|Tue_Evening|Wed_Afternoon|Wed_Morning,7,2.83
S2675,Student_2675,Read-Write,Data Structures,Web Development,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Afternoon|Mon_Evening|Wed_Evening|Wed_Morning,3,3.0
S2676,Student_2676,Read-Write,Computer Networks|Java|Python,Machine Learning|Web Development,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Morning|Thu_Afternoon|Wed_Afternoon|Wed_Evening,6,2.17
S2677,Student_2677,Auditory,Statistics|Operating Systems,Machine Learning,Fri_Afternoon|Fri_Evening|Mon_Afternoon|Sat_Afternoon|Thu_Afternoon|Thu_Morning|Tue_Morning|Wed_Evening,4,3.74
S2678,Student_2678,Kinesthetic,Calculus|Java|Data Structures,,Mon_Afternoon|Mon_Evening|Sat_Evening|Sat_Morning|Thu_Morning|Wed_Evening|Wed_Morning,4,2.99
S2679,Student_2679,Auditory,Statistics|Calculus,Data Structures|Java,Fri_Morning|Mon_Evening|Mon_Morning|Tue_Morning,2,3.0
S2680,Student_2680,Auditory,Web Development|Data Structures,,Sat_Evening|Thu_Evening|Tue_Afternoon|Tue_Morning,2,3.86
S2681,Student_2681,Read-Write,Computer Networks,Calculus|Machine Learning,Mon_Evening|Sat_Evening|Tue_Evening,3,2.97
S2682,Student_2682,Kinesthetic,Calculus,,Mon_Afternoon|Mon_Evening|Sat_Evening|Thu_Morning|Tue_Evening|Tue_Morning,1,3.8
S2683,Student_2683,Read-Write,Machine Learning,Java|Statistics,Mon_Afternoon|Mon_Morning|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Evening,2,3.9
S2684,Student_2684,Read-Write,Operating Systems|Calculus,,Fri_Morning|Sat_Afternoon|Tue_Morning|Wed_Afternoon|Wed_Evening,8,2.23
S2685,Student_2685,Read-Write,Operating Systems,Java,Fri_Evening|Mon_Morning|Sat_Evening|Thu_Afternoon|Thu_Evening|Tue_Morning,8,2.02
S2686,Student_2686,Visual,Web Development|Java,,Mon_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Evening|Wed_Afternoon,1,3.72
S2687,Student_2687,Auditory,Calculus|Database Systems|Machine Learning,,Fri_Morning|Mon_Morning|Sat_Morning|Tue_Morning,6,3.72
S2688,Student_2688,Auditory,Calculus|Web Development|Database Systems,Data Structures|Python,Fri_Evening|Thu_Evening|Tue_Evening|Wed_Morning,3,2.72
S2689,Student_2689,Visual,Data Structures|Web Development|Machine Learning,,Fri_Afternoon|Fri_Evening|Thu_Evening,5,2.33
S2690,Student_2690,Visual,Calculus|Web Development|Computer Networks,Java,Fri_Evening|Fri_Morning|Mon_Evening,2,2.23
S2691,Student_2691,Visual,Python|Java,Web Development,Sat_Afternoon|Sat_Evening|Thu_Afternoon|Tue_Morning,7,3.75
S2692,Student_2692,Visual,Computer Networks,Calculus,Mon_Afternoon|Sat_Afternoon|Thu_Morning|Tue_Evening,8,3.37
S2693,Student_2693,Read-Write,Calculus|Data Structures,Machine Learning,Fri_Morning|Mon_Evening|Sat_Afternoon|Wed_Evening,2,2.12
S2694,Student_2694,Visual,Data Structures|Python,Computer Networks,Mon_Evening|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Tue_Afternoon|Wed_Evening|Wed_Morning,8,2.89
S2695,Student_2695,Kinesthetic,Python,Database Systems|Computer Networks,Mon_Afternoon|Mon_Morning|Sat_Morning|Thu_Afternoon|Thu_Evening|Tue_Morning|Wed_Evening,1,3.3
S2696,Student_2696,Read-Write,Database Systems|Statistics,,Mon_Afternoon|Mon_Morning|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Evening|Wed_Afternoon,3,2.88
S2697,Student_2697,Auditory,Statistics|Python,,Fri_Afternoon|Mon_Morning|Sat_Morning|Thu_Evening|Tue_Evening|Tue_Morning|Wed_Evening,3,2.02
S2698,Student_2698,Visual,Machine Learning,,Fri_Afternoon|Fri_Evening|Mon_Morning|Wed_Evening,4,3.7
S2699,Student_2699,Auditory,Data Structures|Machine Learning|Statistics,Web Development,Fri_Evening|Fri_Morning|Mon_Afternoon|Sat_Evening|Thu_Afternoon,8,3.28
S2700,Student_2700,Visual,Python|Machine Learning,Web Development|Database Systems,Fri_Afternoon|Fri_Morning|Sat_Evening|Thu_Evening|Thu_Morning|Wed_Afternoon|Wed_Evening|Wed_Morning,7,3.9
S2701,Student_2701,Kinesthetic,Machine Learning|Web Development|Database Systems,,Fri_Evening|Mon_Afternoon|Mon_Morning|Sat_Afternoon|Thu_Afternoon|Thu_Morning|Tue_Morning|Wed_Evening,2,3.16
S2702,Student_2702,Kinesthetic,Machine Learning,Computer Networks,Fri_Evening|Fri_Morning|Mon_Afternoon|Sat_Afternoon|Thu_Morning|Wed_Morning,6,2.26
S2703,Student_2703,Auditory,Computer Networks|Data Structures|Machine Learning,Web Development,Fri_Afternoon|Fri_Evening|Thu_Morning,6,2.15
S2704,Student_2704,Auditory,Python|Data Structures,,Mon_Morning|Thu_Evening|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Afternoon|Wed_Evening|Wed_Morning,3,2.88
S2705,Student_2705,Read-Write,Web Development|Operating Systems|Calculus,Machine Learning|Data Structures,Fri_Morning|Sat_Afternoon|Sat_Evening|Sat_Morning|Thu_Evening|Tue_Evening|Tue_Morning|Wed_Evening,8,2.35
S2706,Student_2706,Read-Write,Web Development|Calculus,,Mon_Morning|Sat_Afternoon|Sat_Morning|Thu_Evening|Thu_Morning|Tue_Afternoon|Tue_Evening|Tue_Morning,7,3.33
S2707,Student_2707,Read-Write,Statistics,Database Systems|Computer Networks,Sat_Evening|Thu_Afternoon|Thu_Morning|Tue_Afternoon|Tue_Morning|Wed_Afternoon|Wed_Evening,4,2.64
S2708,Student_2708,Visual,Operating Systems|Web Development,Database Systems|Computer Networks,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Evening|Sat_Afternoon|Sat_Evening|Wed_Morning,8,2.5
S2709,Student_2709,Kinesthetic,Calculus,Data Structures,Fri_Evening|Fri_Morning|Mon_Afternoon|Sat_Morning|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Morning,1,2.23
S2710,Student_2710,Auditory,Web Development|Machine Learning|Operating Systems,Java,Fri_Afternoon|Thu_Afternoon|Tue_Evening|Tue_Morning|Wed_Morning,3,3.6
S2711,Student_2711,Auditory,Java|Computer Networks|Web Development,,Fri_Evening|Mon_Afternoon|Sat_Evening|Thu_Morning|Tue_Afternoon,6,2.73
S2712,Student_2712,Read-Write,Machine Learning|Database Systems|Calculus,Statistics,Mon_Evening|Sat_Evening|Tue_Morning|Wed_Afternoon,6,2.53
S2713,Student_2713,Read-Write,Database Systems|Statistics|Operating Systems,Python,Fri_Afternoon|Mon_Evening|Thu_Morning|Tue_Evening,5,2.76
S2714,Student_2714,Visual,Machine Learning|Operating Systems|Statistics,,Fri_Afternoon|Sat_Morning|Wed_Evening,3,3.8
S2715,Student_2715,Kinesthetic,Computer Networks|Database Systems|Web Development,Python|Statistics,Fri_Evening|Tue_Evening|Wed_Evening|Wed_Morning,4,3.3
S2716,Student_2716,Visual,Statistics|Java|Python,Computer Networks,Mon_Afternoon|Mon_Morning|Sat_Evening|Tue_Evening|Wed_Afternoon,2,2.52
S2717,Student_2717,Auditory,Machine Learning|Java|Calculus,Operating Systems,Fri_Afternoon|Mon_Afternoon|Mon_Evening|Sat_Evening|Thu_Afternoon|Tue_Afternoon|Wed_Afternoon|Wed_Evening,6,3.48
S2718,Student_2718,Auditory,Data Structures,Statistics|Web Development,Fri_Morning|Sat_Morning|Thu_Evening|Thu_Morning|Wed_Afternoon,7,3.88
S2719,Student_2719,Kinesthetic,Calculus|Data Structures,Web Development|Database Systems,Fri_Afternoon|Fri_Morning|Sat_Evening,2,3.45
S2720,Student_2720,Kinesthetic,Statistics|Computer Networks,,Mon_Evening|Tue_Afternoon|Tue_Morning|Wed_Afternoon|Wed_Evening,1,2.77
S2721,Student_2721,Read-Write,Computer Networks,,Fri_Evening|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Evening|Thu_Evening,6,2.0
S2722,Student_2722,Visual,Calculus|Machine Learning|Computer Networks,,Mon_Afternoon|Mon_Evening|Sat_Morning|Tue_Evening|Wed_Evening,7,3.58
S2723,Student_2723,Visual,Calculus|Web Development|Machine Learning,,Fri_Evening|Fri_Morning|Mon_Evening|Sat_Morning|Thu_Evening|Thu_Morning|Wed_Evening,5,2.28
S2724,Student_2724,Kinesthetic,Python,Computer Networks|Statistics,Fri_Evening|Mon_Afternoon|Mon_Morning|Sat_Morning|Thu_Afternoon|Tue_Evening|Wed_Evening,5,2.17
S2725,Student_2725,Kinesthetic,Web Development|Database Systems,Data Structures,Sat_Morning|Thu_Evening|Tue_Evening|Wed_Afternoon,7,2.14
S2726,Student_2726,Read-Write,Statistics|Operating Systems,,Fri_Evening|Sat_Morning|Thu_Afternoon|Thu_Evening|Tue_Morning|Wed_Afternoon|Wed_Evening|Wed_Morning,8,3.4
S2727,Student_2727,Read-Write,Java|Web Development|Calculus,,Fri_Afternoon|Sat_Afternoon|Sat_Evening|Sat_Morning|Thu_Afternoon,4,2.78
S2728,Student_2728,Visual,Data Structures|Python,Web Development,Mon_Morning|Tue_Evening|Tue_Morning|Wed_Evening|Wed_Morning,5,3.63
S2729,Student_2729,Auditory,Statistics,,Fri_Afternoon|Mon_Morning|Tue_Afternoon|Tue_Evening|Wed_Evening,7,3.24
S2730,Student_2730,Read-Write,Computer Networks|Data Structures,Java|Web Development,Fri_Evening|Fri_Morning|Mon_Morning|Sat_Evening|Wed_Afternoon,6,3.69
S2731,Student_2731,Visual,Machine Learning,,Fri_Evening|Fri_Morning|Mon_Evening|Thu_Afternoon|Thu_Morning|Tue_Afternoon|Wed_Morning,5,3.68
S2732,Student_2732,Auditory,Machine Learning|Java,,Mon_Afternoon|Thu_Evening|Thu_Morning|Tue_Evening|Wed_Evening,4,2.64
S2733,Student_2733,Read-Write,Calculus|Operating Systems,,Fri_Evening|Fri_Morning|Mon_Morning|Sat_Morning|Thu_Evening|Thu_Morning|Tue_Evening|Wed_Afternoon,8,3.45
S2734,Student_2734,Kinesthetic,Operating Systems|Statistics,Calculus,Mon_Afternoon|Sat_Evening|Thu_Evening|Tue_Afternoon|Tue_Evening,3,2.34
S2735,Student_2735,Visual,Java|Database Systems,Statistics,Sat_Morning|Thu_Afternoon|Tue_Evening,3,3.7
S2736,Student_2736,Auditory,Web Development|Database Systems|Computer Networks,Machine Learning,Fri_Afternoon|Fri_Morning|Sat_Evening|Sat_Morning|Thu_Afternoon|Thu_Morning|Wed_Evening,1,2.28
S2737,Student_2737,Visual,Java,Database Systems,Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Afternoon|Tue_Evening|Wed_Evening,2,3.88
S2738,Student_2738,Read-Write,Web Development|Computer Networks,Python|Database Systems,Mon_Evening|Sat_Evening|Thu_Afternoon|Thu_Evening,4,3.35
S2739,Student_2739,Read-Write,Python|Computer Networks|Calculus,Machine Learning,Fri_Evening|Mon_Evening|Thu_Evening|Thu_Morning|Tue_Afternoon|Wed_Morning,3,2.04
S2740,Student_2740,Visual,Java,Web Development,Fri_Evening|Mon_Afternoon|Sat_Afternoon|Wed_Afternoon|Wed_Evening|Wed_Morning,2,3.05
S2741,Student_2741,Kinesthetic,Java|Python,,Fri_Evening|Fri_Morning|Sat_Afternoon|Tue_Evening,6,3.99
S2742,Student_2742,Read-Write,Calculus,Statistics|Data Structures,Mon_Evening|Sat_Evening|Sat_Morning,7,2.1
S2743,Student_2743,Read-Write,Calculus,Database Systems|Data Structures,Mon_Evening|Sat_Evening|Thu_Morning|Tue_Morning|Wed_Morning,7,2.11
S2744,Student_2744,Auditory,Data Structures,Database Systems|Web Development,Mon_Afternoon|Mon_Morning|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Tue_Evening,4,3.86
S2745,Student_2745,Kinesthetic,Computer Networks|Python,Statistics,Fri_Afternoon|Fri_Evening|Thu_Afternoon|Wed_Morning,5,2.71
S2746,Student_2746,Read-Write,Operating Systems|Data Structures,,Fri_Morning|Sat_Evening|Thu_Afternoon|Thu_Evening|Tue_Evening|Tue_Morning|Wed_Evening,2,2.22
S2747,Student_2747,Read-Write,Web Development,Database Systems,Mon_Afternoon|Thu_Morning|Wed_Afternoon|Wed_Evening|Wed_Morning,3,2.38
S2748,Student_2748,Read-Write,Calculus,Machine Learning|Database Systems,Fri_Morning|Mon_Evening|Mon_Morning|Thu_Afternoon|Thu_Evening|Thu_Morning|Tue_Evening|Wed_Afternoon,1,2.29
S2749,Student_2749,Kinesthetic,Data Structures|Computer Networks,,Fri_Evening|Fri_Morning|Thu_Morning,2,2.64
S2750,Student_2750,Kinesthetic,Database Systems,Statistics,Fri_Afternoon|Sat_Afternoon|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Evening,5,3.32
S2751,Student_2751,Visual,Statistics|Python,,Fri_Afternoon|Mon_Afternoon|Sat_Evening|Thu_Morning,6,3.65
S2752,Student_2752,Visual,Operating Systems,,Sat_Evening|Thu_Evening|Wed_Afternoon|Wed_Morning,8,3.54
S2753,Student_2753,Visual,Operating Systems,Web Development|Database Systems,Mon_Evening|Sat_Afternoon|Thu_Afternoon|Thu_Evening|Thu_Morning|Tue_Evening|Wed_Morning,2,3.5
S2754,Student_2754,Read-Write,Statistics|Database Systems|Operating Systems,Python,Fri_Afternoon|Mon_Evening|Thu_Afternoon|Tue_Morning|Wed_Evening,1,2.06
S2755,Student_2755,Read-Write,Operating Systems,,Fri_Morning|Sat_Afternoon|Sat_Morning|Wed_Evening,6,2.66
S2756,Student_2756,Kinesthetic,Data Structures|Machine Learning,Statistics|Java,Fri_Evening|Mon_Afternoon|Thu_Afternoon|Thu_Evening|Tue_Afternoon|Tue_Morning|Wed_Morning,8,3.88
S2757,Student_2757,Read-Write,Statistics|Calculus|Computer Networks,Machine Learning,Mon_Morning|Sat_Afternoon|Tue_Afternoon,1,3.59
S2758,Student_2758,Kinesthetic,Machine Learning|Python,Data Structures,Fri_Afternoon|Mon_Afternoon|Thu_Afternoon|Wed_Evening,4,2.21
S2759,Student_2759,Kinesthetic,Calculus,Operating Systems|Data Structures,Fri_Evening|Fri_Morning|Mon_Evening|Sat_Evening|Tue_Afternoon|Tue_Evening|Wed_Afternoon,6,3.69
S2760,Student_2760,Auditory,Operating Systems|Database Systems,Web Development|Python,Fri_Morning|Sat_Evening|Sat_Morning|Thu_Afternoon,6,3.84
S2761,Student_2761,Read-Write,Data Structures|Computer Networks,Web Development,Fri_Afternoon|Fri_Evening|Thu_Afternoon|Tue_Evening|Tue_Morning,7,3.35
S2762,Student_2762,Read-Write,Computer Networks,Statistics,Fri_Afternoon|Sat_Evening|Wed_Afternoon,7,2.5
S2763,Student_2763,Kinesthetic,Data Structures|Operating Systems|Java,Machine Learning,Mon_Evening|Wed_Afternoon|Wed_Morning,6,2.83
S2764,Student_2764,Read-Write,Web Development,,Mon_Evening|Sat_Afternoon|Tue_Afternoon|Tue_Evening|Wed_Morning,7,2.13
S2765,Student_2765,Kinesthetic,Machine Learning,,Fri_Evening|Fri_Morning|Sat_Afternoon|Thu_Morning|Tue_Afternoon|Wed_Afternoon|Wed_Evening,8,3.14
S2766,Student_2766,Kinesthetic,Statistics|Computer Networks|Calculus,,Mon_Afternoon|Thu_Evening|Tue_Evening|Wed_Afternoon,1,2.52
S2767,Student_2767,Read-Write,Computer Networks,Web Development|Statistics,Fri_Afternoon|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Evening|Tue_Morning|Wed_Evening,3,2.97
S2768,Student_2768,Kinesthetic,Statistics|Data Structures,,Fri_Afternoon|Mon_Evening|Thu_Morning|Tue_Morning|Wed_Evening|Wed_Morning,7,2.49
S2769,Student_2769,Kinesthetic,Data Structures|Java|Operating Systems,Calculus|Web Development,Fri_Afternoon|Tue_Afternoon|Tue_Evening,4,2.02
S2770,Student_2770,Auditory,Operating Systems,Java,Fri_Evening|Sat_Evening|Sat_Morning|Thu_Evening|Thu_Morning|Tue_Afternoon|Tue_Evening|Wed_Morning,3,3.53
S2771,Student_2771,Visual,Database Systems|Machine Learning|Data Structures,Web Development,Mon_Morning|Sat_Morning|Tue_Evening|Wed_Morning,4,3.5
S2772,Student_2772,Kinesthetic,Java|Web Development,Statistics|Calculus,Fri_Morning|Thu_Afternoon|Tue_Afternoon|Wed_Afternoon,6,3.68
S2773,Student_2773,Visual,Machine Learning,Statistics|Calculus,Fri_Afternoon|Mon_Morning|Sat_Evening|Sat_Morning,6,3.01
S2774,Student_2774,Visual,Web Development|Machine Learning,Python|Calculus,Fri_Morning|Mon_Afternoon|Sat_Evening|Thu_Evening|Tue_Evening|Tue_Morning|Wed_Afternoon|Wed_Evening,1,3.62
S2775,Student_2775,Kinesthetic,Computer Networks,Python,Fri_Morning|Mon_Evening|Sat_Morning|Thu_Morning,2,3.3
S2776,Student_2776,Read-Write,Computer Networks,Statistics,Mon_Morning|Sat_Afternoon|Thu_Afternoon|Wed_Afternoon|Wed_Morning,1,3.43
S2777,Student_2777,Kinesthetic,Statistics|Database Systems|Data Structures,,Sat_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Evening|Wed_Morning,2,3.32
